,symbol,available_days,first_trading_day,last_trading_day
2639,WELINV,1119,2020-01-01,2025-03-03
2640,WELSPUNIND,966,2020-01-01,2023-12-13
2641,WELSPUNLIV,300,2023-12-14,2025-03-03
2642,WENDT,1266,2020-01-01,2025-03-03
2643,WESTLIFE,1266,2020-01-01,2025-03-03
2644,WEWIN,353,2022-06-15,2025-03-03
2645,WFL,150,2022-01-17,2023-01-03
2646,WHEELS,1266,2020-01-01,2025-03-03
2647,WHIRLPOOL,1266,2020-01-01,2025-03-03
2648,WILLAMAGOR,1036,2020-01-01,2025-03-03
2649,WINDLAS,875,2021-08-16,2025-03-03
2650,WINDMACHIN,1116,2020-01-01,2025-03-03
2651,WINPRO,314,2021-12-22,2023-04-28
2652,WINSOME,28,2023-10-03,2023-11-10
2653,WIPL,138,2024-04-22,2024-12-30
2654,WIPRO,1266,2020-01-01,2025-03-03
2655,WOCKPHARMA,1152,2020-01-01,2025-03-03
2656,WONDERLA,1266,2020-01-01,2025-03-03
2657,WORTH,1128,2020-08-04,2025-03-03
2658,WSI,441,2020-01-01,2025-02-19
2659,WSTCSTPAPR,1266,2020-01-01,2025-03-03
2660,XCHANGING,1266,2020-01-01,2025-03-03
2661,XELPMOC,892,2020-01-01,2025-03-03
2662,XPROINDIA,925,2020-01-01,2025-03-03
2663,XTGLOBAL,115,2024-09-16,2025-03-03
2664,YAARI,444,2021-12-15,2024-11-28
2665,YAARII,185,2020-12-08,2021-12-14
2666,YASHO,378,2023-08-21,2025-03-03
2667,YATHARTH,387,2023-08-07,2025-03-03
2668,YATRA,351,2023-09-28,2025-03-03
2669,YESBANK,1266,2020-01-01,2025-03-03
2670,YUKEN,863,2021-09-02,2025-03-03
2671,ZAGGLE,300,2023-09-22,2025-03-03
2672,ZEEL,1266,2020-01-01,2025-03-03
2673,ZEELEARN,938,2020-01-01,2025-03-03
2674,ZEEMEDIA,950,2020-03-04,2025-03-03
2675,ZENITHBIR,22,2020-01-01,2020-06-15
2676,ZENITHEXPO,793,2020-03-04,2025-02-19
2677,ZENITHSTL,403,2021-01-11,2025-03-03
2678,ZENSARTECH,1266,2020-01-01,2025-03-03
2679,ZENTEC,1186,2020-01-01,2025-03-03
2680,ZFCVINDIA,720,2022-04-01,2025-03-03
2681,ZICOM,62,2020-03-04,2020-11-27
2682,ZIMLAB,560,2022-11-25,2025-03-03
2683,ZODIAC,285,2021-12-14,2025-03-03
2684,ZODIACLOTH,1197,2020-01-01,2025-03-03
2685,ZODJRDMKJ,358,2020-01-01,2021-09-20
2686,ZOMATO,891,2021-07-23,2025-03-03
2687,ZOTA,1266,2020-01-01,2025-03-03
2688,ZUARI,1188,2020-01-01,2025-03-03
2689,ZUARIGLOB,486,2020-01-01,2022-07-01
2690,ZUARIIND,657,2022-07-04,2025-03-03
2691,ZYDUSLIFE,738,2022-03-07,2025-03-03
2692,ZYDUSWELL,1266,2020-01-01,2025-03-03
